Target device: xilinx_u200_xdma_201830_2-0
timestamp,12v_aux_curr,12v_aux_vol,12v_pex_curr,12v_pex_vol,vccint_curr,vccint_vol,3v3_pex_curr,3v3_pex_vol,cage_temp0,cage_temp1,cage_temp2,cage_temp3,dimm_temp0,dimm_temp1,dimm_temp2,dimm_temp3,fan_temp,fpga_temp,hbm_temp,se98_temp0,se98_temp1,se98_temp2,vccint_temp,fan_rpm
4679.93,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4700.61,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4721.28,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4741.97,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4762.69,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4783.31,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4804.01,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4824.68,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4845.38,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4866.06,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4886.71,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4907.34,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4928.03,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4948.73,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4969.43,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4990.13,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5010.79,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5031.41,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5052.11,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5072.81,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5093.51,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5114.94,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5135.56,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5156.25,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5176.95,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5197.65,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5218.36,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5239.01,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5259.69,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5280.39,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5301.1,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5321.81,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5342.51,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5363.16,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5383.86,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5404.57,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5425.27,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5445.99,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5466.7,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5487.33,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5508.04,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5528.74,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5549.44,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5570.16,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5590.81,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5611.51,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5632.19,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5652.9,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5673.61,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5694.32,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5714.97,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5735.66,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5756.34,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5777.05,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5797.76,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5818.46,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5839.11,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5859.8,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5880.5,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5901.21,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5921.92,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5942.62,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5963.25,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
5983.94,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
6004.66,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
6025.35,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
6046.06,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
6066.7,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
6087.33,1295,12158,1298,12158,14958,850,0,3356,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
6108.01,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6129.6,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6150.49,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6171.14,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6191.81,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6212.51,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6233.27,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6253.94,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6274.62,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6295.24,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6315.91,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6336.57,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6357.27,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6377.93,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6398.63,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6419.25,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6439.95,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6460.64,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6481.33,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6502.01,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6522.7,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6543.51,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6564.45,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6585.42,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6606.35,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6627.29,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6647.96,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6668.63,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6689.29,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6710.02,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6730.69,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6751.41,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6772.08,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
6792.77,1300,12162,1300,12179,14958,851,0,3358,0,0,0,0,37,38,39,36,41,45,0,42,35,41,0,1053,
